target,id,date,flag,user,text,text_processed
0,2000954033,Mon Jun 01 23:25:14 PDT 2009,NO_QUERY,anteaisaplus,Finally got me some greens. 2 bad the dog kept tryna get all up in my mix. I guess she wanted some greens 2. Now I'm snifflin and sneezin ,"['final', 'got', 'green', 'bad', 'dog', 'kept', 'tryna', 'get', 'mix', 'guess', 'want', 'green', 'snifflin', 'sneezin']"
4,2183870038,Mon Jun 15 15:05:50 PDT 2009,NO_QUERY,jubrustolin,@babimattivy nhaaaiiiiiiiiiii! me rendi ao twitter!    fim de agosto to na área hein!?,"['babimattivi', 'nhaaaiiiiiiiiiii', 'rendi', 'ao', 'twitter', 'fim', 'de', 'agosto', 'na', 'rea', 'hein']"
0,1955986622,Thu May 28 20:58:41 PDT 2009,NO_QUERY,amygibbons,poor kitty didn't make it last night...lost 2 more and nursing another tonight. ,"['poor', 'kitti', 'make', 'last', 'night', 'lost', 'nurs', 'anoth', 'tonight']"
4,1993730510,Mon Jun 01 10:50:31 PDT 2009,NO_QUERY,tswaterman,@MrPope OK - that was cooler than than the search engine launch ,"['mrpope', 'ok', 'wa', 'cooler', 'search', 'engin', 'launch']"
0,2052008741,Fri Jun 05 23:23:46 PDT 2009,NO_QUERY,jeessss,@AlexAllTimeLow so upset i couldnt go ,"['alexalltimelow', 'upset', 'couldnt', 'go']"
0,2222895221,Thu Jun 18 07:35:01 PDT 2009,NO_QUERY,THabsburg,@Dev92 and we shouldn't have constant rain ,"['dev', 'constant', 'rain']"
4,1989872646,Mon Jun 01 03:06:19 PDT 2009,NO_QUERY,Joyfullyblessed,"Good Morning Folks!  Last week of school...woohoo! Joy, Joy, Joy...down in my heart!  Have a spectacular day! Love to all..extra to Ram!","['good', 'morn', 'folk', 'last', 'week', 'school', 'woohoo', 'joy', 'joy', 'joy', 'heart', 'spectacular', 'day', 'love', 'extra', 'ram']"
0,2006863698,Tue Jun 02 11:47:47 PDT 2009,NO_QUERY,ishkabibbles,"Even on my happiest of days, seeing others sad makes me sad ","['even', 'happiest', 'day', 'see', 'sad', 'make', 'sad']"
0,2018144696,Wed Jun 03 09:30:27 PDT 2009,NO_QUERY,NayaGia,I should be celebrating but you're not here  @Xhumonne sorry I asn't able to call. Was on the fon with Koo.T @chuchu82 I miss you poo,"['celebr', 'xhumonn', 'sorri', 'asn', 'abl', 'call', 'wa', 'fon', 'koo', 'chuchu', 'miss', 'poo']"
0,2067309923,Sun Jun 07 12:07:11 PDT 2009,NO_QUERY,Gilgamesh247,@TroublePandaPR I used tu have a 360 at least 4 times but kept getting the RROD  so I shifted tu tha #ps3,"['troublepandapr', 'use', 'tu', 'least', 'time', 'kept', 'get', 'rrod', 'shift', 'tu', 'tha', 'p']"
0,2245875020,Fri Jun 19 16:45:58 PDT 2009,NO_QUERY,steveo_187,hmmm wonder if my plans will actually happen today? laying in bed ,"['hmmm', 'wonder', 'plan', 'actual', 'happen', 'today', 'lay', 'bed']"
4,1956568507,Thu May 28 22:09:56 PDT 2009,NO_QUERY,Tyrone17,@ddlovatofans101 oh k good luck with that  lol,"['ddlovatofan', 'oh', 'k', 'good', 'luck', 'lol']"
4,1956643574,Thu May 28 22:20:25 PDT 2009,NO_QUERY,QuantumEpiphany,@she_shines92 fangirl squee! ,"['shine', 'fangirl', 'squee']"
0,1993657392,Mon Jun 01 10:43:41 PDT 2009,NO_QUERY,imberrycute,ok aoifes goin mad she hates twitter she thinks its sad  sad thing for peop's hu have no lives thats worse then gaa someone callin it gaaa,"['ok', 'aoif', 'goin', 'mad', 'hate', 'twitter', 'think', 'sad', 'sad', 'thing', 'peop', 'hu', 'life', 'wors', 'gaa', 'someon', 'callin', 'gaaa']"
0,1555785015,Sat Apr 18 20:41:08 PDT 2009,NO_QUERY,mrexroad,Ugh... Feeling like death warmed up. All of us are sick  no bueno.,"['ugh', 'feel', 'like', 'death', 'warm', 'u', 'sick', 'bueno']"
4,2056789329,Sat Jun 06 11:47:49 PDT 2009,NO_QUERY,whotook,http://twitpic.com/6rg4l All in for repair ,['repair']
0,1822830065,Sat May 16 20:29:11 PDT 2009,NO_QUERY,smelso,@cristayyy I wanna see it too! I misss youuuu boooo ,"['cristayyy', 'wan', 'na', 'see', 'miss', 'youuuu', 'boooo']"
0,1974321468,Sat May 30 12:53:30 PDT 2009,NO_QUERY,wallabyanneboo,eating chocolate. bout to watch dr who again? missing jacob already ,"['eat', 'chocol', 'bout', 'watch', 'dr', 'miss', 'jacob', 'alreadi']"
0,2224477520,Thu Jun 18 09:33:02 PDT 2009,NO_QUERY,Donnamarie21,Hey @younglo I been showin u luv n nothin back from ya.. NO show donna no luv no more..    (Young LO TV live &gt; http://ustre.am/28UT),"['hey', 'younglo', 'showin', 'u', 'luv', 'n', 'nothin', 'back', 'ya', 'show', 'donna', 'luv', 'young', 'lo', 'tv', 'live', 'gt']"
4,1467843689,Mon Apr 06 22:28:25 PDT 2009,NO_QUERY,ashleyxtellez,@PushPlayNICK &quot;Grandpa wants an ice chest and some beef.&quot;  George Lopez rulesss!,"['pushplaynick', 'quot', 'grandpa', 'want', 'ice', 'chest', 'beef', 'quot', 'georg', 'lopez', 'rule']"
0,2206398946,Wed Jun 17 06:29:00 PDT 2009,NO_QUERY,Tayloner182,"Finished homework 5 minutes after they made the final boarding call, sprinted on to plane at last minute, didn't even get to eat McD's ","['finish', 'homework', 'minut', 'made', 'final', 'board', 'call', 'sprint', 'plane', 'last', 'minut', 'even', 'get', 'eat', 'mcd']"
4,2060767385,Sat Jun 06 19:32:23 PDT 2009,NO_QUERY,ANGELEYESBABYFA,gettin ready to cupcake....jus ditched my cuzins fo him...sooooo he betta make it wurth it....   ,"['gettin', 'readi', 'cupcak', 'ju', 'ditch', 'cuzin', 'fo', 'sooooo', 'betta', 'make', 'wurth']"
4,2046242848,Fri Jun 05 11:53:57 PDT 2009,NO_QUERY,DeeJayz,http://ping.fm/p/Z022E - Here is heaven on earth and a new one it seems ,"['heaven', 'earth', 'new', 'one', 'seem']"
4,1956243450,Thu May 28 21:28:17 PDT 2009,NO_QUERY,amissible,"I do not now nor ever will, trust the structural integrity of roller coasters, hence i will not ride them. ","['ever', 'trust', 'structur', 'integr', 'roller', 'coaster', 'henc', 'ride']"
0,2285498195,Mon Jun 22 15:12:23 PDT 2009,NO_QUERY,renaebair,At ER with seren who has been vomiting for four days now and can't keep any liquids down ,"['er', 'seren', 'ha', 'vomit', 'four', 'day', 'keep', 'ani', 'liquid']"
4,1834219742,Mon May 18 02:05:24 PDT 2009,NO_QUERY,khushi4all,@phoenixritu  thn u hv another option... come yo my home... ,"['phoenixritu', 'thn', 'u', 'hv', 'anoth', 'option', 'come', 'yo', 'home']"
4,1973296065,Sat May 30 10:52:26 PDT 2009,NO_QUERY,stellar_samar,@KimKardashian getting ready for MTV movie awards! see u there? ,"['kimkardashian', 'get', 'readi', 'mtv', 'movi', 'award', 'see', 'u']"
4,1676783094,Fri May 01 23:10:51 PDT 2009,NO_QUERY,LauraOrchard,jason mccartney is an absolute legend and such a role model ,"['jason', 'mccartney', 'absolut', 'legend', 'role', 'model']"
0,2236283505,Fri Jun 19 03:18:36 PDT 2009,NO_QUERY,AppleCryptMods,"Feel like cr*p today, barking like a dog and now the hayfever is starting...groan ... ","['feel', 'like', 'cr', 'p', 'today', 'bark', 'like', 'dog', 'hayfev', 'start', 'groan']"
0,2262708248,Sat Jun 20 23:03:56 PDT 2009,NO_QUERY,elionnn,@annzoo: And you said I was the weird one who couldn't read!!! ,"['annzoo', 'said', 'wa', 'weird', 'one', 'read']"
0,1558644658,Sun Apr 19 08:59:43 PDT 2009,NO_QUERY,Boxmanshomeboy,@drummrboy I can't ,['drummrboy']
0,2239401573,Fri Jun 19 08:29:58 PDT 2009,NO_QUERY,thisisburns,Think someone has sharted themselves on this train! ,"['think', 'someon', 'ha', 'shart', 'themselv', 'thi', 'train']"
0,2234687727,Thu Jun 18 23:32:38 PDT 2009,NO_QUERY,OfficialAS,"my fingers are like PRUNES. waaaaa  i hate that feel, when they feel powdery and weird. ughh.","['finger', 'like', 'prune', 'waaaaa', 'hate', 'feel', 'feel', 'powderi', 'weird', 'ughh']"
4,1976673972,Sat May 30 18:44:25 PDT 2009,NO_QUERY,bryandeleon,Movies. Gonna see up. ,"['movi', 'gon', 'na', 'see']"
0,1981090808,Sun May 31 08:23:43 PDT 2009,NO_QUERY,aDamBacon,I am going to fail my Maths A level tomorrow ,"['go', 'fail', 'math', 'level', 'tomorrow']"
0,2067351274,Sun Jun 07 12:11:30 PDT 2009,NO_QUERY,greasyfungus,"@Nikkers But I want her  I need to invent a love potion, dip Cupid's arrow in it, then shove it deep in her right buttock.","['nikker', 'want', 'need', 'invent', 'love', 'potion', 'dip', 'cupid', 'arrow', 'shove', 'deep', 'right', 'buttock']"
0,2302537564,Tue Jun 23 16:57:01 PDT 2009,NO_QUERY,inkedmom6,@Hawleydawley so sorry ,"['hawleydawley', 'sorri']"
4,1823289084,Sat May 16 21:34:55 PDT 2009,NO_QUERY,aayjay,"@krystynzilla honestly, you're amazing.  thank you","['krystynzilla', 'honestli', 'amaz', 'thank']"
0,1823376086,Sat May 16 21:48:28 PDT 2009,NO_QUERY,TheeVegan,@richardwatkinsj She Just Gets Our Names Mixed Up....I Just Think It's Normal For Her. Well I HOPE ,"['richardwatkinsj', 'get', 'name', 'mix', 'think', 'normal', 'well', 'hope']"
0,1470149399,Tue Apr 07 08:29:44 PDT 2009,NO_QUERY,coachnicol,"Yeah so physio was crap, still about a month away from any form of real physical activity. Couldnt even sit and straignthen my leg ","['yeah', 'physio', 'wa', 'crap', 'still', 'month', 'away', 'ani', 'form', 'real', 'physic', 'activ', 'couldnt', 'even', 'sit', 'straignthen', 'leg']"
4,1558479561,Sun Apr 19 08:30:10 PDT 2009,NO_QUERY,strawberrybomb,"Nice sunny day today, taking the sun chairs out of storage and gonna sit in the back garden with my stereo, a good book and glass of wine ","['nice', 'sunni', 'day', 'today', 'take', 'sun', 'chair', 'storag', 'gon', 'na', 'sit', 'back', 'garden', 'stereo', 'good', 'book', 'glass', 'wine']"
4,2177720679,Mon Jun 15 06:35:27 PDT 2009,NO_QUERY,TwiLiqht_Loveer,going to bed ,"['go', 'bed']"
0,1794190467,Thu May 14 05:12:01 PDT 2009,NO_QUERY,anggeh,@sharmaine123 awww... we have same PROMBLEM my dear..  i hate it..,"['sharmain', 'promblem', 'dear', 'hate']"
0,1880624257,Fri May 22 01:54:39 PDT 2009,NO_QUERY,kristianramirez,Sorry tweeple  I'm still feeling pretty miserable so my tweeting isn't up to par ,"['sorri', 'tweepl', 'still', 'feel', 'pretti', 'miser', 'tweet', 'par']"
0,2228259523,Thu Jun 18 14:13:00 PDT 2009,NO_QUERY,bethwankel,gotta go on a prescription diaper rash cream run this afternoon   poor kiddo.,"['got', 'ta', 'go', 'prescript', 'diaper', 'rash', 'cream', 'run', 'thi', 'afternoon', 'poor', 'kiddo']"
0,2288236498,Mon Jun 22 18:53:57 PDT 2009,NO_QUERY,TaNa329,no more J&amp;K+8 ,"['j', 'amp', 'k']"
4,2072335113,Sun Jun 07 20:49:45 PDT 2009,NO_QUERY,kimcchung,DONE! Now I can relax ,"['done', 'relax']"
0,1468739845,Tue Apr 07 03:28:24 PDT 2009,NO_QUERY,Sonjahaha,is aching all over... ,['ach']
4,2001169708,Tue Jun 02 00:02:51 PDT 2009,NO_QUERY,erkkaah,We had baseball game on Sunday we lose 2-0 :/ Saturday and Sunday were really sunnu ,"['basebal', 'game', 'sunday', 'lose', 'saturday', 'sunday', 'realli', 'sunnu']"
0,1932393207,Tue May 26 21:22:39 PDT 2009,NO_QUERY,gigivsantos,is not going to the gym today  My shoulder hurts from getting banged up at the u/w hockey tournament last night. Need to rest it.,"['go', 'gym', 'today', 'shoulder', 'hurt', 'get', 'bang', 'u', 'w', 'hockey', 'tournament', 'last', 'night', 'need', 'rest']"
0,2259774650,Sat Jun 20 18:08:29 PDT 2009,NO_QUERY,Threedot,"@karenbyrne I am watching #churchonline, but I can't get the chat to work - ","['karenbyrn', 'watch', 'churchonlin', 'get', 'chat', 'work']"
4,1962461198,Fri May 29 11:04:55 PDT 2009,NO_QUERY,jannesonrautaa,"This girl was about to sit next to me on the bus, but we made eye contact right before she did, so she got up and moved to another seat. ","['thi', 'girl', 'wa', 'sit', 'next', 'bu', 'made', 'eye', 'contact', 'right', 'befor', 'got', 'move', 'anoth', 'seat']"
4,1770895979,Mon May 11 22:33:27 PDT 2009,NO_QUERY,FiaLisaN,The bus was  extremely early today. Bet � few people missed it.  Bit not me ,"['bu', 'wa', 'extrem', 'earli', 'today', 'bet', 'peopl', 'miss', 'bit']"
0,2208669282,Wed Jun 17 09:29:03 PDT 2009,NO_QUERY,BessByers,"Heading to Pullmonster to pack up my apartment  Back tomorrow, in time for more wakeboarding!","['head', 'pullmonst', 'pack', 'apart', 'back', 'tomorrow', 'time', 'wakeboard']"
4,2189412789,Mon Jun 15 23:58:27 PDT 2009,NO_QUERY,NessaBabehh,Me And Chloe Are Twitter Bums Everyone.  ,"['chloe', 'twitter', 'bum', 'everyon']"
0,2258066871,Sat Jun 20 15:20:07 PDT 2009,NO_QUERY,zanderjaymz,@lolyle You still have exams!? ,"['lolyl', 'still', 'exam']"
4,2062505486,Sat Jun 06 23:25:43 PDT 2009,NO_QUERY,myalanchai,Badminton with Jan Shim and friends ..... Work out time.. ,"['badminton', 'jan', 'shim', 'friend', 'work', 'time']"
4,1981206669,Sun May 31 08:39:26 PDT 2009,NO_QUERY,xurble,Must fight urge to go to botcon  http://www.botcon.com/BotCon09/,"['must', 'fight', 'urg', 'go', 'botcon']"
0,2213646426,Wed Jun 17 15:39:18 PDT 2009,NO_QUERY,Rose_Holton,"waiting for my friend to ring, i want to go to bed ","['wait', 'friend', 'ring', 'want', 'go', 'bed']"
4,2033598131,Thu Jun 04 12:56:02 PDT 2009,NO_QUERY,maureen1404,maureen MET THE WHITE TIE AFFAIR last night! woo woo  like one of the best nights of my life they are so talented and nice! &lt;3&lt;3&lt;3,"['maureen', 'met', 'white', 'tie', 'affair', 'last', 'night', 'woo', 'woo', 'like', 'one', 'best', 'night', 'life', 'talent', 'nice', 'lt', 'lt', 'lt']"
4,2068435713,Sun Jun 07 14:04:32 PDT 2009,NO_QUERY,Lucia_rcn,omg i cant stop love adrian jajajajaja you're so funny i cant wait for see you the next week ,"['omg', 'cant', 'stop', 'love', 'adrian', 'jajajajaja', 'funni', 'cant', 'wait', 'see', 'next', 'week']"
0,1990720659,Mon Jun 01 05:35:07 PDT 2009,NO_QUERY,lewisreilly,is loving xna. The official tutorial however is voiced by the most boringly slow guy ever - 7 videos &amp; all he has done is drawn a sprite ,"['love', 'xna', 'offici', 'tutori', 'howev', 'voic', 'boringli', 'slow', 'guy', 'ever', 'video', 'amp', 'ha', 'done', 'drawn', 'sprite']"
4,2006147237,Tue Jun 02 10:43:45 PDT 2009,NO_QUERY,GinnyYttrup,Wow... Thunder too.  My Grandpa used to tell me the sound of thunder was God bowling. ,"['wow', 'thunder', 'grandpa', 'use', 'tell', 'sound', 'thunder', 'wa', 'god', 'bowl']"
0,1795502006,Thu May 14 07:53:04 PDT 2009,NO_QUERY,DonoLooLoo,"@amylovesoliver @MeleahRubino yes, sounds like pink eye.   i also had an ulcer of the eye and it did that, too. ","['amylovesoliv', 'meleahrubino', 'ye', 'sound', 'like', 'pink', 'eye', 'also', 'ulcer', 'eye']"
4,2183821181,Mon Jun 15 15:01:53 PDT 2009,NO_QUERY,KruseDulle,Just came home from France!!! LE MANS rules!!!?    ,"['came', 'home', 'franc', 'le', 'man', 'rule']"
4,2062936348,Sun Jun 07 00:48:07 PDT 2009,NO_QUERY,ChaoticNicky,"@thisisryanross  waitin' for new PATD album, hope it'll come out soon ","['thisisryanross', 'waitin', 'new', 'patd', 'album', 'hope', 'come', 'soon']"
0,2061552979,Sat Jun 06 21:06:31 PDT 2009,NO_QUERY,I_enigma,@ozdj that's evil - I want an A3 twitter bird ,"['ozdj', 'evil', 'want', 'twitter', 'bird']"
4,1985906496,Sun May 31 18:00:03 PDT 2009,NO_QUERY,joshscott,"@ItsMeGregory Just so you know, I don't like you one bit. ","['itsmegregori', 'know', 'like', 'one', 'bit']"
4,1694421505,Mon May 04 02:33:02 PDT 2009,NO_QUERY,shuuro,@jocalling hope our wishes come true someday. ,"['jocal', 'hope', 'wish', 'come', 'true', 'someday']"
4,2048593918,Fri Jun 05 15:27:21 PDT 2009,NO_QUERY,amber_hanks,Just got done distributing postcards for our $99 a month websites  http://tr.im/nAyG I love my job ,"['got', 'done', 'distribut', 'postcard', 'month', 'websit', 'love', 'job']"
4,1557541051,Sun Apr 19 04:43:53 PDT 2009,NO_QUERY,annawaits,"@kateweb Haha, I know - what a ridicukous scene! Love it though ","['kateweb', 'haha', 'know', 'ridicuk', 'scene', 'love', 'though']"
0,1755237839,Sun May 10 08:37:13 PDT 2009,NO_QUERY,flykanga,"Just realized that its now 2 guys in my life from Chicago who turned out not to be what I thought they were, Chicago = pricks apparently ","['realiz', 'guy', 'life', 'chicago', 'turn', 'thought', 'chicago', 'prick', 'appar']"
4,1971591782,Sat May 30 07:27:12 PDT 2009,NO_QUERY,marcele_,@dudaac Bom show. ,"['dudaac', 'bom', 'show']"
4,1981206831,Sun May 31 08:39:27 PDT 2009,NO_QUERY,riotkiddxo,I know I'm being awfully annoying; but i ain't stopping!  #andyhurleyday #andyhurleyday #andyhurleyday #andyhurleyday &lt;3,"['know', 'aw', 'annoy', 'stop', 'andyhurleyday', 'andyhurleyday', 'andyhurleyday', 'andyhurleyday', 'lt']"
4,1752987418,Sat May 09 23:42:09 PDT 2009,NO_QUERY,hdav,"Please remember you need a helmet for the bike asap, talk to you later ok hope your head not to bad ","['pleas', 'rememb', 'need', 'helmet', 'bike', 'asap', 'talk', 'later', 'ok', 'hope', 'head', 'bad']"
4,2063297674,Sun Jun 07 02:05:59 PDT 2009,NO_QUERY,Tracymcc22,"Hi! peeps! another sunny day in northern ireland, makes a bloody change! gonna wait til its warmer ghen im gonna catch some rays ","['hi', 'peep', 'anoth', 'sunni', 'day', 'northern', 'ireland', 'make', 'bloodi', 'chang', 'gon', 'na', 'wait', 'til', 'warmer', 'ghen', 'im', 'gon', 'na', 'catch', 'ray']"
0,1932411345,Tue May 26 21:24:51 PDT 2009,NO_QUERY,SirDarlington,All my prayers goes out to Rodney Rodgers and his fam-He was paralyzed from the neck down in a bike accident ,"['prayer', 'go', 'rodney', 'rodger', 'hi', 'fam', 'wa', 'paralyz', 'neck', 'bike', 'accid']"
0,2070380943,Sun Jun 07 17:35:37 PDT 2009,NO_QUERY,electrcspacegrl,@track7grrl It's not on my CBS. ,"['trackgrrl', 'cb']"
4,1977283087,Sat May 30 20:35:01 PDT 2009,NO_QUERY,ritikamathur,@rachrud Helllooooooo munchkin!!! ,"['rachrud', 'helllooooooo', 'munchkin']"
0,1995780120,Mon Jun 01 14:02:07 PDT 2009,NO_QUERY,TheEmmaHamilton,"@lemziipie And me I hopes ;D Haha, yeah, sorry for not being on alot tonight  Talk to you tomorrow though, promise ;D Night! xx","['lemziipi', 'hope', 'haha', 'yeah', 'sorri', 'alot', 'tonight', 'talk', 'tomorrow', 'though', 'promis', 'night', 'xx']"
4,2178460865,Mon Jun 15 07:44:07 PDT 2009,NO_QUERY,JuliaBCastillo,Checking to see who may have Saude Creek wine in stock---labeled under James river Cellars--for now ,"['check', 'see', 'may', 'saud', 'creek', 'wine', 'stock', 'label', 'jame', 'river', 'cellar']"
0,2013621313,Tue Jun 02 23:07:58 PDT 2009,NO_QUERY,gilr,Away from my wife on our 18th anniversary  sad,"['away', 'wife', 'th', 'anniversari', 'sad']"
0,1964872976,Fri May 29 14:56:58 PDT 2009,NO_QUERY,thinkledge,@pen15lvr they frown on us googling alcohol at work ,"['penlvr', 'frown', 'u', 'googl', 'alcohol', 'work']"
4,1994913024,Mon Jun 01 12:39:20 PDT 2009,NO_QUERY,Eyglo,@serenebabe Well as long as it's used for good things I guess pavlov was alright ,"['serenebab', 'well', 'long', 'use', 'good', 'thing', 'guess', 'pavlov', 'wa', 'alright']"
0,2188297872,Mon Jun 15 21:38:40 PDT 2009,NO_QUERY,Kai_A_La,gumbo= love and alirenco has boy issues ,"['gumbo', 'love', 'alirenco', 'ha', 'boy', 'issu']"
0,2176701308,Mon Jun 15 04:32:48 PDT 2009,NO_QUERY,iteekay,must get into scc basketball next term! ,"['must', 'get', 'scc', 'basketbal', 'next', 'term']"
0,2072330487,Sun Jun 07 20:49:13 PDT 2009,NO_QUERY,nangibbs,Had a great afternoon at the lake with the Gommel's. Really stinks that I have to go to work tomorrow ,"['great', 'afternoon', 'lake', 'gommel', 'realli', 'stink', 'go', 'work', 'tomorrow']"
0,1835046339,Mon May 18 04:59:31 PDT 2009,NO_QUERY,sourjyod,I feel neglected....  #sad,"['feel', 'neglect', 'sad']"
0,1972175795,Sat May 30 08:42:55 PDT 2009,NO_QUERY,fated_to_whom,"How can we enjoy our 2 yr together.Maybe we will become good frens after tat  2%... but i will tell him tomolo morn,we shld both try hard!","['enjoy', 'yr', 'togeth', 'mayb', 'becom', 'good', 'fren', 'tat', 'tell', 'tomolo', 'morn', 'shld', 'tri', 'hard']"
4,2059897333,Sat Jun 06 17:51:27 PDT 2009,NO_QUERY,cupcake_rox,off to the gym to get happy and healthy! ,"['gym', 'get', 'happi', 'healthi']"
4,1686731858,Sun May 03 06:34:22 PDT 2009,NO_QUERY,mattrogowski,@t0m really like the CMS! ,"['tm', 'realli', 'like', 'cm']"
0,2229817904,Thu Jun 18 16:14:56 PDT 2009,NO_QUERY,raghu_raman,@RajivShivane I know the answer to the last question in that link ,"['rajivshivan', 'know', 'answer', 'last', 'question', 'link']"
4,1968781757,Fri May 29 22:12:09 PDT 2009,NO_QUERY,allan1850,@dentaldiva1 Thank you ,"['dentaldiva', 'thank']"
4,2048304859,Fri Jun 05 14:59:24 PDT 2009,NO_QUERY,ClaudiiaK,Tweetree es niceeee ,"['tweetre', 'e', 'niceee']"
0,2265732230,Sun Jun 21 07:11:57 PDT 2009,NO_QUERY,DiddyGotGrillz,Wishes @carriehoush didn't have to work Fathers Day. ,"['wish', 'carriehoush', 'work', 'father', 'day']"
0,1793585046,Thu May 14 03:15:17 PDT 2009,NO_QUERY,Nusretnina,OMG @dannywood his comment about his b'day &amp; his mom not baking his cake has got me in floods.. I miss my daddy... ,"['omg', 'dannywood', 'hi', 'comment', 'hi', 'b', 'day', 'amp', 'hi', 'mom', 'bake', 'hi', 'cake', 'ha', 'got', 'flood', 'miss', 'daddi']"
0,2001210163,Tue Jun 02 00:10:05 PDT 2009,NO_QUERY,frandisco00,Flu'ed up to the hilt's. Listening to ibizasonica radio. No lucozade no orange juice ,"['flu', 'ed', 'hilt', 'listen', 'ibizasonica', 'radio', 'lucozad', 'orang', 'juic']"
0,1995776370,Mon Jun 01 14:01:46 PDT 2009,NO_QUERY,auxabois,Ahhh My pictures don't work ,"['ahhh', 'pictur', 'work']"
0,1558208718,Sun Apr 19 07:38:26 PDT 2009,NO_QUERY,sh1crosscountry,"Ughhhhh. Back to school tomorrow  only 1, 2, 3, 4, 5, ok a lot of days until summer vacation.","['ughhhhh', 'back', 'school', 'tomorrow', 'onli', 'ok', 'lot', 'day', 'summer', 'vacat']"
4,2047966329,Fri Jun 05 14:27:17 PDT 2009,NO_QUERY,taraplatt,@pinkwaterfairy wonderful ring  looks super cool...i love steampunk goodies ,"['pinkwaterfairi', 'wonder', 'ring', 'look', 'super', 'cool', 'love', 'steampunk', 'goodi']"
0,1693505259,Sun May 03 22:46:06 PDT 2009,NO_QUERY,charlesmcd,Said goodbye to Meng Mei tonight... ,"['said', 'goodby', 'meng', 'mei', 'tonight']"
4,2057937802,Sat Jun 06 13:57:05 PDT 2009,NO_QUERY,nkotbdiva,I was pointing out hubby's gray in his facial hair. . N he said it was premature   age-ualtion. . What a dork!  Brooke  ,"['wa', 'point', 'hubbi', 'gray', 'hi', 'facial', 'hair', 'n', 'said', 'wa', 'prematur', 'age', 'ualtion', 'dork', 'brook']"
0,1558207636,Sun Apr 19 07:38:12 PDT 2009,NO_QUERY,froglover2010,On my way back from the beach! ,"['way', 'back', 'beach']"
4,1971512362,Sat May 30 07:16:52 PDT 2009,NO_QUERY,sarah_knits,is going to walk to the library ,"['go', 'walk', 'librari']"
4,2065444556,Sun Jun 07 08:36:33 PDT 2009,NO_QUERY,geekcoach,The Blizzard reward for completing a good 30-mi ride yesterday was also part of #RAGBRAI training ,"['blizzard', 'reward', 'complet', 'good', 'mi', 'ride', 'yesterday', 'wa', 'also', 'part', 'ragbrai', 'train']"
4,1557732215,Sun Apr 19 05:44:25 PDT 2009,NO_QUERY,MartinMMC,@JKissnHug Just mentioned you on TWC ,"['jkissnhug', 'mention', 'twc']"
0,1981510239,Sun May 31 09:18:19 PDT 2009,NO_QUERY,Harishk,@fossiloflife Don't say that maan  . Hasn't he won enough??,"['fossiloflif', 'say', 'maan', 'enough']"
4,2052503357,Sat Jun 06 00:57:28 PDT 2009,NO_QUERY,shazadoco_x,Mornin twitterer's happy saturdayy  xx,"['mornin', 'twitter', 'happi', 'saturdayi', 'xx']"
